ID del Cliente,Edad del Cliente,Cartera Por Edad,Años Experiencia,Ingresos Anual,Ingresos Mensual,Tipo de Cliente,Nivel de Educación,Codigo Postal,Miembros Familia,Promedio Gasto TDC,Valor de Hipoteca,Cliente con TDC,Cliente ACCA,Cliente con Cuenta,Cliente con Deposito,Cliente Digital
2975,42,Adulto y Familias,18,52000,4333,Banca Personal,No graduado,95008,4,1900,0,No,No,No,No,Si
2976,57,Adultos Consolidados,33,43000,3583,Banca Personal,No graduado,91016,3,1500,168000,Si,No,No,No,No
2977,33,Adulto y Familias,8,82000,6833,Clientes Preferencial,Graduado,95747,1,2600,0,Si,No,Si,Si,Si
2978,35,Adulto y Familias,10,161000,13416,Clientes Oro,No graduado,94109,1,4100,0,No,No,Si,No,Si
2979,56,Adultos Consolidados,30,24000,2000,Banca Personal,Graduado,94550,2,700,0,No,No,No,No,Si
2980,57,Adultos Consolidados,32,102000,8500,Clientes Preferencial,No graduado,90210,1,2600,0,No,No,No,No,Si
2981,25,Cartera Joven,-1,53000,4416,Banca Personal,Graduado,94305,3,2400,0,No,No,No,No,No
2982,53,Adultos Consolidados,28,85000,7083,Clientes Preferencial,No graduado,92037,1,1200,0,No,No,No,No,No
2983,59,Adultos Consolidados,33,111000,9250,Clientes Preferencial,No graduado,95120,3,4400,0,No,No,No,No,Si
2984,56,Adultos Consolidados,32,90000,7500,Clientes Preferencial,No graduado,95054,2,300,0,Si,No,No,No,Si
2985,54,Adultos Consolidados,28,94000,7833,Clientes Preferencial,No graduado,92709,2,1100,188000,No,No,No,No,No
2986,48,Adultos Consolidados,23,63000,5250,Clientes Preferencial,Profesional,94606,4,3600,0,No,No,No,No,No
2987,55,Adultos Consolidados,30,153000,12750,Clientes Oro,Graduado,94305,2,2800,0,No,Si,Si,Si,Si
2988,33,Adulto y Familias,7,39000,3250,Banca Personal,Profesional,92037,2,2000,0,No,No,No,No,No
2989,46,Adultos Consolidados,21,205000,17083,Clientes Oro,No graduado,95762,2,8800,181000,No,No,Si,No,Si
2990,42,Adulto y Familias,18,142000,11833,Clientes Oro,No graduado,93106,1,3400,496000,No,No,No,No,Si
2991,49,Adultos Consolidados,25,163000,13583,Clientes Oro,No graduado,94608,2,400,0,No,No,Si,No,No
2992,42,Adulto y Familias,17,113000,9416,Clientes Preferencial,No graduado,93014,3,1000,0,No,No,Si,No,Si
2993,46,Adultos Consolidados,21,64000,5333,Clientes Preferencial,No graduado,92104,1,2900,0,Si,No,No,No,Si
2994,65,Jubilados y Adultos Mayores,40,20000,1666,Banca Personal,Profesional,92647,3,100,0,Si,No,No,No,No
2995,50,Adultos Consolidados,24,179000,14916,Clientes Oro,No graduado,94025,1,1000,0,No,No,No,No,Si
2996,54,Adultos Consolidados,24,91000,7583,Clientes Preferencial,Profesional,91101,2,4500,90000,No,No,No,No,Si
2997,42,Adulto y Familias,18,103000,8583,Clientes Preferencial,No graduado,91367,1,3330,0,Si,Si,Si,Si,Si
2998,57,Adultos Consolidados,33,80000,6666,Clientes Preferencial,Graduado,95053,4,1600,0,No,No,No,No,No
2999,61,Jubilados y Adultos Mayores,35,38000,3166,Banca Personal,No graduado,93106,2,300,0,No,No,No,No,No
3000,60,Adultos Consolidados,34,44000,3666,Banca Personal,No graduado,94143,1,200,0,Si,No,No,No,No
3001,40,Adulto y Familias,14,164000,13666,Clientes Oro,Graduado,94720,1,4300,0,No,Si,No,No,No
3002,33,Adulto y Familias,7,81000,6750,Clientes Preferencial,No graduado,92647,3,1600,0,Si,No,No,No,Si
3003,37,Adulto y Familias,13,95000,7916,Clientes Preferencial,Graduado,90095,2,1700,83000,No,No,No,No,No
3004,52,Adultos Consolidados,28,44000,3666,Banca Personal,Graduado,90747,3,1900,0,Si,No,No,No,No
3005,33,Adulto y Familias,7,88000,7333,Clientes Preferencial,No graduado,94583,3,1600,0,Si,No,No,No,Si
3006,62,Jubilados y Adultos Mayores,36,148000,12333,Clientes Oro,Graduado,94111,3,7000,0,No,Si,No,No,Si
3007,62,Jubilados y Adultos Mayores,37,169000,14083,Clientes Oro,Graduado,95014,3,5000,184000,Si,Si,No,Si,Si
3008,63,Jubilados y Adultos Mayores,37,11000,916,Clientes Básicos,Graduado,91711,1,800,102000,Si,No,No,No,No
3009,55,Adultos Consolidados,25,92000,7666,Clientes Preferencial,Profesional,94550,1,3000,158000,Si,No,No,No,No
3010,33,Adulto y Familias,9,74000,6166,Clientes Preferencial,Graduado,92120,3,2600,0,No,No,No,No,Si
3011,25,Cartera Joven,1,72000,6000,Clientes Preferencial,No graduado,94301,3,800,0,No,No,No,No,Si
3012,55,Adultos Consolidados,31,63000,5250,Clientes Preferencial,No graduado,95616,3,2670,0,No,No,No,No,Si
3013,29,Cartera Joven,3,172000,14333,Clientes Oro,No graduado,92373,2,4500,415000,No,No,No,No,Si
3014,45,Adulto y Familias,21,183000,15250,Clientes Oro,No graduado,90029,2,1400,0,Si,No,No,No,Si
3015,60,Adultos Consolidados,34,40000,3333,Banca Personal,Profesional,91311,1,2500,166000,No,No,No,No,Si
3016,44,Adulto y Familias,18,68000,5666,Clientes Preferencial,No graduado,92673,4,2900,0,Si,No,Si,No,No
3017,48,Adultos Consolidados,23,78000,6500,Clientes Preferencial,Profesional,91423,4,3600,0,No,No,No,No,Si
3018,57,Adultos Consolidados,32,68000,5666,Clientes Preferencial,No graduado,90041,2,3700,184000,No,No,No,No,No
3019,58,Adultos Consolidados,32,49000,4083,Banca Personal,No graduado,94005,1,1400,99000,Si,No,No,No,Si
3020,58,Adultos Consolidados,33,39000,3250,Banca Personal,Profesional,94132,2,2300,0,No,No,No,No,Si
3021,44,Adulto y Familias,20,151000,12583,Clientes Oro,No graduado,95193,1,3500,392000,No,No,No,No,Si
3022,54,Adultos Consolidados,28,159000,13250,Clientes Oro,No graduado,90245,2,500,461000,No,No,No,No,Si
3023,59,Adultos Consolidados,33,89000,7416,Clientes Preferencial,Graduado,94608,4,1900,0,Si,No,No,No,Si
3024,63,Jubilados y Adultos Mayores,37,105000,8750,Clientes Preferencial,Profesional,92694,4,1700,244000,Si,No,No,No,No
3025,61,Jubilados y Adultos Mayores,35,78000,6500,Clientes Preferencial,No graduado,90840,2,2000,0,Si,No,No,No,Si
3026,58,Adultos Consolidados,32,128000,10666,Clientes Oro,No graduado,94609,2,2700,344000,No,No,No,No,No
3027,44,Adulto y Familias,20,81000,6750,Clientes Preferencial,No graduado,90254,4,800,228000,Si,No,No,No,No
3028,53,Adultos Consolidados,29,50000,4166,Banca Personal,Profesional,93305,4,100,152000,No,No,No,No,Si
3029,63,Jubilados y Adultos Mayores,39,38000,3166,Banca Personal,Profesional,92624,3,100,178000,Si,No,No,No,Si
3030,41,Adulto y Familias,17,119000,9916,Clientes Preferencial,No graduado,94960,2,6100,263000,No,No,Si,No,Si
3031,50,Adultos Consolidados,26,110000,9166,Clientes Preferencial,Graduado,94509,3,1800,0,No,No,No,No,Si
3032,51,Adultos Consolidados,25,29000,2416,Banca Personal,Profesional,90212,1,1400,102000,Si,No,No,No,No
3033,47,Adultos Consolidados,22,19000,1583,Banca Personal,Profesional,94590,1,400,0,No,No,No,No,Si
3034,43,Adulto y Familias,19,130000,10833,Clientes Oro,Profesional,90630,2,4700,221000,Si,Si,No,No,No
3035,46,Adultos Consolidados,21,38000,3166,Banca Personal,No graduado,90024,1,2400,130000,No,No,No,No,Si
3036,50,Adultos Consolidados,24,31000,2583,Banca Personal,Profesional,95054,1,300,0,No,No,No,No,No
3037,33,Adulto y Familias,9,14000,1166,Banca Personal,Graduado,91320,4,700,105000,No,No,No,No,Si
3038,27,Cartera Joven,2,158000,13166,Clientes Oro,Graduado,95060,3,400,0,No,Si,No,Si,Si
3039,34,Adulto y Familias,8,39000,3250,Banca Personal,No graduado,92124,4,200,115000,No,No,No,No,Si
3040,34,Adulto y Familias,9,141000,11750,Clientes Oro,Profesional,95616,2,4900,0,Si,Si,No,No,No
3041,28,Cartera Joven,2,33000,2750,Banca Personal,No graduado,95814,3,1000,167000,No,No,No,No,Si
3042,29,Cartera Joven,5,92000,7666,Clientes Preferencial,No graduado,95006,2,600,0,No,No,No,No,Si
3043,52,Adultos Consolidados,26,78000,6500,Clientes Preferencial,Graduado,94301,3,3000,0,No,No,No,No,No
3044,47,Adultos Consolidados,22,42000,3500,Banca Personal,Graduado,91754,3,2700,0,Si,No,No,No,Si
3045,41,Adulto y Familias,16,15000,1250,Banca Personal,Graduado,94124,2,300,83000,No,No,No,No,No
3046,58,Adultos Consolidados,32,48000,4000,Banca Personal,Graduado,91768,1,2800,0,No,No,No,No,Si
3047,37,Adulto y Familias,12,63000,5250,Clientes Preferencial,No graduado,95630,3,2300,0,No,No,No,No,Si
3048,57,Adultos Consolidados,33,149000,12416,Clientes Oro,No graduado,95060,1,4700,0,No,No,Si,No,No
3049,63,Jubilados y Adultos Mayores,39,49000,4083,Banca Personal,No graduado,90275,1,800,103000,No,No,No,No,Si
3050,60,Adultos Consolidados,35,125000,10416,Clientes Oro,No graduado,94720,2,3900,0,No,No,No,No,No
3051,50,Adultos Consolidados,25,58000,4833,Banca Personal,Graduado,92131,1,1300,0,No,No,No,No,Si
3052,60,Adultos Consolidados,35,48000,4000,Banca Personal,No graduado,94538,3,1500,0,No,No,No,No,Si
3053,54,Adultos Consolidados,30,75000,6250,Clientes Preferencial,Profesional,94720,2,3200,0,Si,No,No,No,No
3054,28,Cartera Joven,4,114000,9500,Clientes Preferencial,No graduado,92521,2,200,0,No,No,No,No,Si
3055,45,Adulto y Familias,21,134000,11166,Clientes Oro,Graduado,92697,4,5500,0,Si,Si,No,Si,Si
3056,28,Cartera Joven,2,111000,9250,Clientes Preferencial,Profesional,94305,4,2300,0,No,No,No,No,Si
3057,54,Adultos Consolidados,29,62000,5166,Clientes Preferencial,Graduado,94301,4,3800,149000,No,No,No,No,Si
3058,42,Adulto y Familias,18,45000,3750,Banca Personal,No graduado,95616,1,700,0,No,No,Si,No,Si
3059,30,Cartera Joven,4,113000,9416,Clientes Preferencial,No graduado,90064,2,200,0,No,No,No,No,Si
3060,61,Jubilados y Adultos Mayores,36,128000,10666,Clientes Oro,No graduado,94550,1,2600,0,No,No,No,No,Si
3061,64,Jubilados y Adultos Mayores,38,168000,14000,Clientes Oro,Profesional,94061,4,5700,0,No,Si,No,No,Si
3062,38,Adulto y Familias,13,81000,6750,Clientes Preferencial,Profesional,90095,1,4000,206000,No,No,Si,No,Si
3063,39,Adulto y Familias,14,75000,6250,Clientes Preferencial,Graduado,92521,1,100,297000,Si,No,No,No,No
3064,54,Adultos Consolidados,29,21000,1750,Banca Personal,Profesional,95841,4,100,0,No,No,No,No,No
3065,59,Adultos Consolidados,33,83000,6916,Clientes Preferencial,No graduado,94701,3,4400,0,No,No,No,No,Si
3066,39,Adulto y Familias,15,121000,10083,Clientes Oro,No graduado,92354,1,3500,368000,No,No,Si,No,Si
3067,63,Jubilados y Adultos Mayores,33,40000,3333,Banca Personal,Profesional,91320,4,1670,0,No,No,No,No,Si
3068,31,Adulto y Familias,5,101000,8416,Clientes Preferencial,Profesional,94501,1,2900,170000,No,No,Si,No,No
3069,56,Adultos Consolidados,26,90000,7500,Clientes Preferencial,Profesional,92120,2,4500,0,No,No,No,No,No
3070,47,Adultos Consolidados,20,68000,5666,Clientes Preferencial,Graduado,91320,1,2670,0,Si,No,No,No,Si
3071,28,Cartera Joven,3,74000,6166,Clientes Preferencial,Graduado,91330,2,1800,221000,No,No,Si,No,No
3072,32,Adulto y Familias,8,74000,6166,Clientes Preferencial,Graduado,93023,4,100,257000,Si,No,No,No,No
3073,54,Adultos Consolidados,30,51000,4250,Banca Personal,Profesional,92821,2,3200,0,No,No,No,No,No
3074,29,Cartera Joven,5,149000,12416,Clientes Oro,No graduado,94611,1,1500,0,No,No,No,No,Si
3075,39,Adulto y Familias,15,31000,2583,Banca Personal,Profesional,95039,1,1400,88000,Si,No,No,No,Si
3076,26,Cartera Joven,0,85000,7083,Clientes Preferencial,Profesional,95616,2,1600,0,No,No,No,No,No
3077,29,Cartera Joven,-1,62000,5166,Clientes Preferencial,Profesional,92672,2,1750,0,Si,No,No,No,No
3078,46,Adultos Consolidados,21,44000,3666,Banca Personal,No graduado,95112,1,300,110000,No,No,Si,No,Si
3079,38,Adulto y Familias,13,63000,5250,Clientes Preferencial,Profesional,92325,3,500,190000,Si,No,Si,Si,Si
3080,55,Adultos Consolidados,31,23000,1916,Banca Personal,No graduado,95616,2,300,0,Si,No,No,No,Si
3081,48,Adultos Consolidados,22,40000,3333,Banca Personal,Graduado,94063,3,2200,87000,No,No,No,No,Si
3082,36,Adulto y Familias,10,78000,6500,Clientes Preferencial,Profesional,95064,2,4500,204000,Si,No,No,No,Si
3083,39,Adulto y Familias,13,40000,3333,Banca Personal,Profesional,92122,3,900,129000,No,No,No,No,Si
3084,40,Adulto y Familias,16,78000,6500,Clientes Preferencial,No graduado,90720,4,2400,0,No,No,Si,Si,Si
3085,26,Cartera Joven,0,129000,10750,Clientes Oro,Graduado,90028,3,700,0,No,Si,No,No,No
3086,55,Adultos Consolidados,29,71000,5916,Clientes Preferencial,Graduado,91311,3,300,0,Si,No,No,No,No
3087,61,Jubilados y Adultos Mayores,35,23000,1916,Banca Personal,Profesional,94720,3,300,0,No,No,No,No,Si
3088,57,Adultos Consolidados,33,15000,1250,Banca Personal,No graduado,94303,2,300,0,No,No,No,No,Si
3089,56,Adultos Consolidados,31,28000,2333,Banca Personal,No graduado,94720,1,1300,138000,Si,No,No,No,No
3090,31,Adulto y Familias,5,23000,1916,Banca Personal,No graduado,94110,3,1000,95000,No,No,No,No,No
3091,61,Jubilados y Adultos Mayores,31,19000,1583,Banca Personal,Profesional,91109,1,1500,0,No,No,No,No,Si
3092,58,Adultos Consolidados,32,42000,3500,Banca Personal,Profesional,95020,3,1400,158000,Si,No,No,No,No
3093,43,Adulto y Familias,18,113000,9416,Clientes Preferencial,No graduado,90036,2,400,325000,No,No,Si,No,No
3094,29,Cartera Joven,5,34000,2833,Banca Personal,Graduado,90717,4,400,0,Si,No,No,No,No
3095,50,Adultos Consolidados,23,19000,1583,Banca Personal,Graduado,90272,1,500,104000,Si,No,No,No,No
3096,49,Adultos Consolidados,25,43000,3583,Banca Personal,Graduado,94109,1,1600,0,Si,No,No,No,Si
3097,43,Adulto y Familias,18,179000,14916,Clientes Oro,No graduado,94108,3,1200,0,No,Si,Si,Si,Si
3098,58,Adultos Consolidados,32,44000,3666,Banca Personal,Profesional,92182,3,2200,0,No,No,No,No,No
3099,41,Adulto y Familias,16,21000,1750,Banca Personal,Graduado,92024,2,100,0,No,No,No,No,No
3100,65,Jubilados y Adultos Mayores,40,115000,9583,Clientes Preferencial,No graduado,92647,1,2500,174000,Si,No,No,No,No
3101,52,Adultos Consolidados,27,81000,6750,Clientes Preferencial,Graduado,90024,4,3800,0,Si,No,No,No,No
3102,55,Adultos Consolidados,31,91000,7583,Clientes Preferencial,No graduado,93555,2,2800,0,No,No,No,No,No
3103,49,Adultos Consolidados,25,30000,2500,Banca Personal,Graduado,90095,4,900,0,Si,No,No,No,No
3104,52,Adultos Consolidados,22,55000,4583,Banca Personal,Profesional,92129,3,1400,0,No,No,No,No,Si
3105,56,Adultos Consolidados,31,48000,4000,Banca Personal,Profesional,91775,2,2100,0,Si,No,No,No,No
3106,30,Cartera Joven,4,23000,1916,Banca Personal,Graduado,94122,4,300,121000,No,No,No,No,No
3107,36,Adulto y Familias,10,21000,1750,Banca Personal,Graduado,92084,3,100,0,No,No,No,No,No
3108,41,Adulto y Familias,17,55000,4583,Banca Personal,No graduado,92374,2,1700,0,No,No,No,No,No
3109,42,Adulto y Familias,15,21000,1750,Banca Personal,Graduado,95678,3,1000,0,No,No,No,No,Si
3110,60,Adultos Consolidados,34,40000,3333,Banca Personal,Profesional,93940,3,2200,0,No,No,Si,No,Si
3111,44,Adulto y Familias,20,30000,2500,Banca Personal,No graduado,95020,4,300,0,Si,No,No,No,No
3112,34,Adulto y Familias,9,78000,6500,Clientes Preferencial,Graduado,90095,3,600,0,No,No,No,No,Si
3113,56,Adultos Consolidados,32,65000,5416,Clientes Preferencial,Profesional,92677,2,3200,0,No,No,No,No,Si
3114,31,Adulto y Familias,5,50000,4166,Banca Personal,Profesional,91330,4,2100,209000,No,No,No,No,Si
3115,29,Cartera Joven,4,55000,4583,Banca Personal,Graduado,90024,4,2000,0,No,No,Si,No,Si
3116,31,Adulto y Familias,5,111000,9250,Clientes Preferencial,No graduado,94305,2,200,0,No,No,No,No,No
3117,36,Adulto y Familias,10,21000,1750,Banca Personal,Graduado,92008,3,100,0,Si,No,No,No,No
3118,42,Adulto y Familias,16,65000,5416,Clientes Preferencial,Profesional,92614,3,500,256000,No,No,No,No,Si
3119,64,Jubilados y Adultos Mayores,39,114000,9500,Clientes Preferencial,Profesional,90095,1,800,0,No,No,No,No,Si
3120,61,Jubilados y Adultos Mayores,36,54000,4500,Banca Personal,Profesional,91320,3,900,179000,No,No,No,No,Si
3121,35,Adulto y Familias,11,75000,6250,Clientes Preferencial,Graduado,94542,2,1700,0,No,No,No,No,Si
3122,28,Cartera Joven,2,13000,1083,Banca Personal,No graduado,91791,4,400,0,Si,No,No,No,No
3123,38,Adulto y Familias,14,54000,4500,Banca Personal,Profesional,90095,2,600,218000,No,No,No,No,No
3124,44,Adulto y Familias,17,22000,1833,Banca Personal,Graduado,94546,3,1000,126000,Si,No,No,No,Si
3125,45,Adulto y Familias,20,198000,16500,Clientes Oro,No graduado,95053,2,2800,0,Si,No,No,No,Si
3126,46,Adultos Consolidados,20,18000,1500,Banca Personal,No graduado,92521,1,200,0,Si,No,No,No,Si
3127,57,Adultos Consolidados,32,74000,6166,Clientes Preferencial,No graduado,92780,4,700,0,Si,No,No,No,No
3128,40,Adulto y Familias,14,61000,5083,Clientes Preferencial,Profesional,94539,4,200,0,No,No,No,No,Si
3129,38,Adulto y Familias,12,64000,5333,Clientes Preferencial,No graduado,94115,2,1800,0,No,No,No,No,No
3130,39,Adulto y Familias,14,10000,833,Clientes Básicos,Graduado,92705,2,300,0,Si,No,Si,No,No
3131,23,Cartera Joven,-2,82000,6833,Clientes Preferencial,Graduado,92152,2,1800,0,Si,No,Si,No,No
3132,47,Adultos Consolidados,22,61000,5083,Clientes Preferencial,Graduado,94025,3,2700,168000,Si,No,No,No,Si
3133,32,Adulto y Familias,7,83000,6916,Clientes Preferencial,No graduado,94302,2,2500,148000,No,No,Si,No,Si
3134,30,Cartera Joven,5,73000,6083,Clientes Preferencial,Profesional,93711,3,2600,0,No,No,No,No,Si
3135,54,Adultos Consolidados,30,22000,1833,Banca Personal,No graduado,95060,2,400,89000,No,No,No,No,Si
3136,25,Cartera Joven,0,91000,7583,Clientes Preferencial,Graduado,95039,2,1800,321000,No,No,No,No,No
3137,60,Adultos Consolidados,34,65000,5416,Clientes Preferencial,Profesional,95354,3,2200,94000,Si,No,Si,Si,No
3138,61,Jubilados y Adultos Mayores,36,13000,1083,Banca Personal,No graduado,91711,3,500,0,No,No,No,No,Si
3139,36,Adulto y Familias,11,103000,8583,Clientes Preferencial,No graduado,93555,1,4600,255000,No,No,No,No,Si
3140,52,Adultos Consolidados,26,95000,7916,Clientes Preferencial,No graduado,92130,1,300,0,No,No,No,No,Si
3141,33,Adulto y Familias,7,31000,2583,Banca Personal,No graduado,94303,4,1000,0,Si,No,No,No,Si
3142,57,Adultos Consolidados,31,131000,10916,Clientes Oro,No graduado,90405,3,600,0,No,Si,No,No,Si
3143,34,Adulto y Familias,8,175000,14583,Clientes Oro,Profesional,95051,4,1100,0,Si,Si,Si,Si,Si
3144,50,Adultos Consolidados,24,38000,3166,Banca Personal,No graduado,91105,4,100,0,No,No,No,No,Si
3145,43,Adulto y Familias,18,104000,8666,Clientes Preferencial,No graduado,91711,3,1000,0,No,No,No,No,Si
3146,34,Adulto y Familias,10,114000,9500,Clientes Preferencial,Profesional,94305,3,3300,0,No,Si,No,No,No
3147,26,Cartera Joven,1,38000,3166,Banca Personal,Graduado,91910,4,1700,0,No,No,No,No,Si
3148,26,Cartera Joven,0,30000,2500,Banca Personal,Profesional,94024,4,1300,0,Si,No,No,No,Si
3149,48,Adultos Consolidados,22,19000,1583,Banca Personal,Profesional,95616,2,100,106000,No,No,No,No,No
3150,49,Adultos Consolidados,25,25000,2083,Banca Personal,No graduado,95192,4,1000,0,Si,No,No,No,Si
3151,47,Adultos Consolidados,22,124000,10333,Clientes Oro,Profesional,90027,4,5000,0,No,Si,No,No,No
3152,43,Adulto y Familias,19,20000,1666,Banca Personal,No graduado,94110,3,500,0,No,No,No,No,No
3153,40,Adulto y Familias,15,83000,6916,Clientes Preferencial,Profesional,90275,1,1000,0,No,No,No,No,No
3154,31,Adulto y Familias,5,18000,1500,Banca Personal,Graduado,94111,4,300,0,Si,No,No,No,No
3155,27,Cartera Joven,1,99000,8250,Clientes Preferencial,Profesional,94305,1,3000,149000,Si,Si,No,No,No
3156,55,Adultos Consolidados,29,62000,5166,Clientes Preferencial,Graduado,92626,3,300,0,No,No,No,No,Si
3157,54,Adultos Consolidados,30,24000,2000,Banca Personal,Graduado,92647,1,100,0,No,No,No,No,No
3158,23,Cartera Joven,-1,13000,1083,Banca Personal,No graduado,94720,4,1000,84000,No,No,No,No,Si
3159,54,Adultos Consolidados,28,64000,5333,Clientes Preferencial,Profesional,90095,2,800,0,No,No,Si,No,Si
3160,57,Adultos Consolidados,33,62000,5166,Clientes Preferencial,No graduado,92831,3,2670,240000,No,No,No,No,No
3161,41,Adulto y Familias,15,158000,13166,Clientes Oro,Graduado,94304,1,4700,0,Si,Si,Si,Si,No
3162,28,Cartera Joven,4,88000,7333,Clientes Preferencial,No graduado,94024,1,5400,0,No,No,No,No,Si
3163,33,Adulto y Familias,7,28000,2333,Banca Personal,No graduado,94109,4,800,0,No,No,No,No,Si
3164,51,Adultos Consolidados,27,52000,4333,Banca Personal,Profesional,94132,2,1000,0,No,No,No,No,No
3165,28,Cartera Joven,4,82000,6833,Clientes Preferencial,No graduado,95136,4,0,0,Si,No,No,No,Si
3166,63,Jubilados y Adultos Mayores,37,140000,11666,Clientes Oro,No graduado,91711,2,6900,97000,Si,No,No,No,No
3167,29,Cartera Joven,4,80000,6666,Clientes Preferencial,Graduado,90028,1,800,0,Si,No,No,No,Si
3168,62,Jubilados y Adultos Mayores,38,58000,4833,Banca Personal,Graduado,94720,4,1200,228000,Si,No,No,No,No
3169,51,Adultos Consolidados,25,180000,15000,Clientes Oro,No graduado,94701,1,1700,0,No,No,No,No,Si
3170,52,Adultos Consolidados,28,55000,4583,Banca Personal,Graduado,94608,1,1600,227000,No,No,No,No,No
3171,43,Adulto y Familias,16,65000,5416,Clientes Preferencial,Graduado,94110,3,2670,100000,No,No,No,No,No
3172,39,Adulto y Familias,12,62000,5166,Clientes Preferencial,Graduado,91910,3,2330,0,No,No,No,No,No
3173,35,Adulto y Familias,9,23000,1916,Banca Personal,No graduado,95670,4,300,0,No,No,No,No,No
3174,34,Adulto y Familias,10,35000,2916,Banca Personal,No graduado,94309,1,1700,0,No,No,No,No,Si
3175,49,Adultos Consolidados,24,35000,2916,Banca Personal,Graduado,94701,4,200,0,Si,No,No,No,No
3176,43,Adulto y Familias,18,74000,6166,Clientes Preferencial,No graduado,92009,4,400,0,No,No,No,No,No
3177,48,Adultos Consolidados,24,14000,1166,Banca Personal,No graduado,91330,3,400,0,No,No,No,No,Si
3178,30,Cartera Joven,4,83000,6916,Clientes Preferencial,Profesional,91007,2,1500,199000,Si,No,No,No,No
3179,46,Adultos Consolidados,21,71000,5916,Clientes Preferencial,Profesional,95814,4,1900,0,No,No,No,No,No
3180,43,Adulto y Familias,17,53000,4416,Banca Personal,No graduado,90245,2,700,130000,No,No,Si,No,Si
3181,27,Cartera Joven,3,103000,8583,Clientes Preferencial,No graduado,92121,2,600,84000,No,No,No,No,No
3182,39,Adulto y Familias,15,109000,9083,Clientes Preferencial,No graduado,95827,1,1700,0,No,No,No,No,Si
3183,58,Adultos Consolidados,33,60000,5000,Clientes Preferencial,Graduado,94304,2,1900,94000,No,No,Si,No,Si
3184,44,Adulto y Familias,17,12000,1000,Clientes Básicos,Graduado,94542,3,670,0,No,No,No,No,Si
3185,39,Adulto y Familias,15,141000,11750,Clientes Oro,No graduado,92354,2,8000,0,No,No,No,No,Si
3186,35,Adulto y Familias,10,128000,10666,Clientes Oro,No graduado,92843,1,3800,0,No,No,No,No,Si
3187,41,Adulto y Familias,16,98000,8166,Clientes Preferencial,No graduado,95192,3,1000,296000,No,No,No,No,No
3188,43,Adulto y Familias,18,41000,3416,Banca Personal,Profesional,94035,1,500,0,No,No,No,No,No
3189,55,Adultos Consolidados,25,90000,7500,Clientes Preferencial,Profesional,90717,2,4500,0,Si,No,No,No,No
3190,32,Adulto y Familias,6,31000,2583,Banca Personal,No graduado,92675,1,300,0,No,No,No,No,No
3191,56,Adultos Consolidados,26,74000,6166,Clientes Preferencial,Profesional,91335,1,3000,0,No,No,No,No,No
3192,30,Cartera Joven,5,83000,6916,Clientes Preferencial,Profesional,93101,4,1800,0,Si,No,No,No,No
3193,65,Jubilados y Adultos Mayores,39,35000,2916,Banca Personal,Profesional,94005,1,500,0,No,No,No,No,No
3194,31,Adulto y Familias,7,140000,11666,Clientes Oro,No graduado,95616,1,4000,0,Si,No,No,No,No
3195,41,Adulto y Familias,15,65000,5416,Clientes Preferencial,Profesional,90019,3,500,0,No,No,No,No,No
3196,55,Adultos Consolidados,29,35000,2916,Banca Personal,No graduado,90007,3,1400,0,No,No,No,No,No
3197,37,Adulto y Familias,7,73000,6083,Clientes Preferencial,Profesional,94043,4,1800,0,Si,No,No,No,Si
3198,34,Adulto y Familias,10,29000,2416,Banca Personal,Graduado,93555,1,1500,0,No,No,No,No,Si
3199,34,Adulto y Familias,9,55000,4583,Banca Personal,Graduado,92122,4,2000,147000,Si,No,No,No,No
3200,33,Adulto y Familias,9,20000,1666,Banca Personal,Graduado,95521,4,700,0,No,No,No,No,Si
3201,48,Adultos Consolidados,23,70000,5833,Clientes Preferencial,Graduado,92122,1,2800,0,No,No,No,No,No
3202,28,Cartera Joven,3,81000,6750,Clientes Preferencial,No graduado,92121,4,200,0,No,No,No,No,No
3203,30,Cartera Joven,4,25000,2083,Banca Personal,No graduado,92173,2,300,0,No,No,Si,No,Si
3204,44,Adulto y Familias,20,119000,9916,Clientes Preferencial,No graduado,92677,2,7500,239000,No,No,No,No,Si
3205,61,Jubilados y Adultos Mayores,35,49000,4083,Banca Personal,Graduado,90095,4,1700,185000,No,No,No,No,No
3206,59,Adultos Consolidados,33,38000,3166,Banca Personal,No graduado,92407,1,1400,0,Si,No,No,No,Si
3207,33,Adulto y Familias,7,80000,6666,Clientes Preferencial,Profesional,91103,2,1500,0,Si,No,No,No,Si
3208,56,Adultos Consolidados,32,84000,7000,Clientes Preferencial,No graduado,93407,1,4300,0,Si,No,No,No,Si
3209,53,Adultos Consolidados,29,61000,5083,Clientes Preferencial,Graduado,95032,4,1600,0,No,No,No,No,Si
3210,42,Adulto y Familias,16,173000,14416,Clientes Oro,Graduado,91355,2,1500,373000,Si,Si,No,Si,Si
3211,43,Adulto y Familias,19,60000,5000,Clientes Preferencial,No graduado,94301,2,2500,0,No,No,Si,No,No
3212,35,Adulto y Familias,9,83000,6916,Clientes Preferencial,Profesional,90277,2,4500,0,No,No,No,No,Si
3213,61,Jubilados y Adultos Mayores,35,59000,4916,Banca Personal,Graduado,92697,1,2800,0,No,No,No,No,No
3214,39,Adulto y Familias,9,32000,2666,Banca Personal,Profesional,90212,3,2000,116000,No,No,No,No,Si
